2013-11-17, 13, 15, 14
2013-11-18, 14, 18, 16
2013-11-19, 11, 16, 14
2013-11-20, 13, 14, 14
2013-11-21, 13, 18, 16
2013-11-22, 12, 14, 13
2013-11-23, 11, 14, 12
2013-11-24, 12, 12, 12
2013-11-25, 9, 13, 11
2013-11-26, 7, 12, 9
2013-11-27, 6, 11, 8
2013-11-28, 12, 13, 12
2013-11-29, 16, 16, 16
2013-11-30, 16, 18, 17
2013-12-01, 14, 18, 16
2013-12-02, 14, 17, 15
2013-12-03, 13, 19, 16
2013-12-04, 4, 12, 8
2013-12-05, 3, 11, 7
2013-12-06, 10, 11, 10
2013-12-07, 6, 7, 7
2013-12-08, 5, 10, 8
2013-12-09, 11, 11, 11
2013-12-10, 10, 11, 10
2013-12-11, 3, 10, 6
2013-12-12, 5, 12, 8
2013-12-13, 2, 6, 4
2013-12-14, -1, 5, 0
2013-12-15, 0, 6, 2
2013-12-16, -1, 4, 4
2013-12-17, 8, 9, 9
2013-12-18, 7, 10, 8
2013-12-19, 10, 10, 10
2013-12-20, 0, 1, 0
2013-12-21, -1, 0, 0
2013-12-22, 0, 1, 0
2013-12-23, 2, 5, 4
2013-12-24, 6, 8, 6
2013-12-25, 1, 3, 3
2013-12-26, 8, 12, 10
2013-12-27, 9, 14, 12
2013-12-28, 11, 14, 12
2013-12-29, 8, 11, 10
2013-12-30, 7, 10, 8
2013-12-31, 5, 8, 8
2014-01-01, 3, 7, 5
2014-01-02, 1, 9, 5
2014-01-03, 0, 9, 4
2014-01-04, 2, 9, 6
2014-01-05, 2, 10, 6
2014-01-06, 8, 15, 12
2014-01-07, 7, 12, 10
2014-01-08, 4, 5, 4
2014-01-09, 4, 6, 5
2014-01-10, 0, 8, 4
2014-01-11, 4, 8, 6
2014-01-12, 3, 7, 5
2014-01-13, -1, 8, 4
2014-01-14, 1, 6, 4
2014-01-15, -1, 5, 2
2014-01-16, -2, 3, 0
2014-01-17, -3, 3, 0
2014-01-18, -3, 3, 0
2014-01-19, -3, 4, 0
2014-01-20, 2, 8, 5
2014-01-21, 3, 10, 6
2014-01-22, 2, 8, 5
2014-01-23, 4, 10, 7
2014-01-24, 3, 10, 6
2014-01-25, 6, 11, 8
2014-01-26, 0, 11, 6
2014-01-27, -3, -1, -2
2014-01-28, -1, 4, 2
2014-01-29, 0, 5, 2
2014-01-30, -4, 0, -2
2014-01-31, -4, -2, -3
2014-02-01, -3, -1, -2
2014-02-02, -2, 1, 0
2014-02-03, 0, 7, 4
2014-02-04, 2, 13, 8
2014-02-05, 7, 14, 10
2014-02-06, 4, 9, 6
2014-02-07, 3, 10, 6
2014-02-08, 1, 3, 2
2014-02-09, 0, 2, 1
2014-02-10, 0, 4, 2
2014-02-11, 0, 7, 4
2014-02-12, 2, 12, 7
2014-02-13, 1, 12, 6
2014-02-14, 3, 6, 4
2014-02-15, 1, 4, 2
2014-02-16, 2, 6, 4
2014-02-17, -1, 0, 0
2014-02-18, -2, 3, 0
2014-02-19, -3, 5, 1
2014-02-20, 2, 9, 6
2014-02-21, 3, 9, 6
2014-02-22, 2, 11, 6
2014-02-23, 2, 10, 6
2014-02-24, 1, 7, 4
2014-02-25, 4, 10, 7
2014-02-26, 2, 11, 6
2014-02-27, 2, 8, 5
2014-02-28, -1, 4, 2
2014-03-01, 0, 4, 2
2014-03-02, 1, 7, 4
2014-03-03, 2, 8, 5
2014-03-04, 0, 9, 4
2014-03-05, 0, 11, 6
2014-03-06, 3, 9, 6
2014-03-07, 2, 12, 7
2014-03-08, 3, 9, 6
2014-03-09, 4, 9, 6
2014-03-10, 4, 8, 6
2014-03-11, 2, 7, 4
2014-03-12, 1, 6, 4
2014-03-13, 4, 8, 6
2014-03-14, 4, 9, 6
2014-03-15, 1, 7, 4
2014-03-16, 0, 8, 4
2014-03-17, -3, 5, 5
2014-03-18, 6, 7, 7
2014-03-19, 6, 14, 10
2014-03-20, 7, 8, 8
2014-03-21, 6, 11, 8
2014-03-22, 5, 14, 10
2014-03-23, 6, 16, 11
2014-03-24, 7, 11, 9
2014-03-25, 10, 14, 14
2014-03-26, 8, 14, 11
2014-03-27, 7, 8, 8
2014-03-28, 8, 8, 8
2014-03-29, 5, 11, 8
2014-03-30, 9, 13, 11
2014-03-31, 7, 11, 8
2014-04-01, 10, 13, 12
2014-04-02, 3, 9, 6
2014-04-03, 5, 8, 6
2014-04-04, 8, 12, 10
2014-04-05, 11, 14, 13
2014-04-06, 12, 18, 15
2014-04-07, 13, 14, 14
2014-04-08, 14, 17, 16
2014-04-09, 8, 14, 11
2014-04-10, 7, 9, 8
2014-04-11, 6, 9, 8
2014-04-12, 6, 10, 8
2014-04-13, 6, 12, 12
2014-04-14, 13, 21, 16
2014-04-15, 10, 14, 14
2014-04-16, 12, 13, 12
2014-04-17, 13, 22, 16
2014-04-18, 15, 22, 19
2014-04-19, 11, 13, 12
2014-04-20, 13, 14, 14
2014-04-21, 13, 16, 14
2014-04-22, 9, 13, 13
2014-04-23, 11, 14, 13
2014-04-24, 12, 16, 14
2014-04-25, 13, 18, 16
2014-04-26, 12, 20, 16
2014-04-27, 13, 18, 15
2014-04-28, 11, 13, 13
2014-04-29, 14, 14, 14
2014-04-30, 11, 18, 14
2014-05-01, 11, 13, 12
2014-05-02, 11, 22, 16
2014-05-03, 13, 13, 13
2014-05-04, 12, 16, 14
2014-05-05, 12, 21, 16
2014-05-06, 15, 19, 17
2014-05-07, 15, 21, 18
2014-05-08, 15, 23, 19
2014-05-09, 15, 21, 18
2014-05-10, 16, 19, 18
2014-05-11, 17, 17, 17
2014-05-12, 16, 18, 17
2014-05-13, 15, 16, 16
2014-05-14, 14, 19, 16
2014-05-15, 13, 14, 14
2014-05-16, 15, 18, 16
2014-05-17, 14, 24, 19
2014-05-18, 15, 20, 18
2014-05-19, 14, 16, 15
2014-05-20, 15, 17, 16
2014-05-21, 15, 16, 16
2014-05-22, 14, 27, 20
2014-05-23, 15, 19, 17
2014-05-24, 15, 22, 18
2014-05-25, 16, 18, 17
2014-05-26, 14, 18, 16
2014-05-27, 14, 23, 18
2014-05-28, 16, 18, 17
2014-05-29, 15, 21, 18
2014-05-30, 16, 21, 18
2014-05-31, 15, 20, 18
2014-06-01, 15, 21, 18
2014-06-02, 18, 25, 22
2014-06-03, 18, 30, 24
2014-06-04, 18, 24, 21
2014-06-05, 22, 23, 22
2014-06-06, 20, 26, 23
2014-06-07, 17, 23, 20
2014-06-08, 16, 26, 21
2014-06-09, 18, 29, 24
2014-06-10, 20, 21, 20
2014-06-11, 18, 19, 19
2014-06-12, 22, 23, 22
2014-06-13, 24, 25, 24
2014-06-14, 25, 28, 26
2014-06-15, 22, 28, 25
2014-06-16, 22, 29, 25
2014-06-17, 20, 28, 24
2014-06-18, 20, 27, 24
2014-06-19, 23, 23, 23
2014-06-20, 22, 26, 24
2014-06-21, 21, 27, 24
2014-06-22, 22, 31, 26
2014-06-23, 23, 25, 24
2014-06-24, 23, 31, 27
2014-06-25, 23, 31, 26
2014-06-26, 23, 25, 24
2014-06-27, 19, 25, 25
2014-06-28, 20, 25, 22
2014-06-29, 20, 30, 25
2014-06-30, 21, 29, 25
2014-07-01, 20, 28, 24
2014-07-02, 22, 29, 26
2014-07-03, 22, 25, 24
2014-07-04, 20, 27, 24
2014-07-05, 21, 25, 22
2014-07-06, 24, 30, 27
2014-07-07, 21, 32, 26
2014-07-08, 24, 26, 25
2014-07-09, 23, 26, 24
2014-07-10, 23, 26, 24
2014-07-11, 26, 27, 27
2014-07-12, 22, 30, 26
2014-07-13, 24, 31, 28
2014-07-14, 25, 31, 28
2014-07-15, 24, 35, 30
2014-07-16, 24, 36, 30
2014-07-17, 26, 28, 27
2014-07-18, 24, 28, 26
2014-07-19, 23, 28, 26
2014-07-20, 23, 30, 26
2014-07-21, 23, 30, 26
2014-07-22, 24, 25, 25
2014-07-23, 24, 32, 28
2014-07-24, 24, 28, 26
2014-07-25, 25, 29, 27
2014-07-26, 26, 31, 28
2014-07-27, 25, 33, 29
2014-07-28, 25, 33, 29
2014-07-29, 24, 33, 28
2014-07-30, 24, 26, 25
2014-07-31, 26, 28, 27
2014-08-01, 23, 27, 25
2014-08-02, 22, 29, 26
2014-08-03, 23, 26, 24
2014-08-04, 23, 29, 26
2014-08-05, 23, 34, 28
2014-08-06, 23, 29, 26
2014-08-07, 26, 27, 26
2014-08-08, 24, 29, 26
2014-08-09, 26, 28, 27
2014-08-10, 24, 32, 28
2014-08-11, 25, 31, 28
2014-08-12, 26, 27, 27
2014-08-13, 20, 20, 20
2014-08-14, 21, 28, 24
2014-08-15, 20, 27, 24
2014-08-16, 22, 31, 26
2014-08-17, 20, 31, 26
2014-08-18, 23, 28, 26
2014-08-19, 21, 29, 25
2014-08-20, 16, 24, 24
2014-08-21, 20, 30, 25
2014-08-22, 21, 34, 27
2014-08-23, 22, 36, 29
2014-08-24, 22, 34, 28
2014-08-25, 23, 33, 28
2014-08-26, 24, 26, 25
2014-08-27, 25, 26, 25
2014-08-28, 19, 23, 21
2014-08-29, 17, 22, 20
2014-08-30, 18, 27, 22
2014-08-31, 18, 27, 22
2014-09-01, 21, 22, 22
2014-09-02, 22, 27, 24
2014-09-03, 20, 25, 22
2014-09-04, 21, 28, 24
2014-09-05, 23, 29, 26
2014-09-06, 23, 23, 23
2014-09-07, 21, 28, 24
2014-09-08, 20, 25, 22
2014-09-09, 20, 27, 24
2014-09-10, 20, 27, 24
2014-09-11, 21, 22, 22
2014-09-12, 18, 26, 22
2014-09-13, 17, 24, 20
2014-09-14, 18, 21, 20
2014-09-15, 19, 31, 25
2014-09-16, 23, 31, 27
2014-09-17, 21, 26, 24
2014-09-18, 21, 24, 22
2014-09-19, 19, 22, 22
2014-09-20, 17, 24, 20
2014-09-21, 17, 22, 20
2014-09-22, 13, 19, 16
2014-09-23, 13, 22, 18
2014-09-24, 13, 25, 19
2014-09-25, 15, 26, 20
2014-09-26, 18, 26, 20
2014-09-27, 20, 30, 25
2014-09-28, 20, 29, 24
2014-09-29, 20, 27, 24
2014-09-30, 20, 28, 24
2014-10-01, 20, 28, 24
2014-10-02, 19, 22, 20
2014-10-03, 19, 25, 22
2014-10-04, 20, 24, 22
2014-10-05, 17, 26, 22
2014-10-06, 18, 26, 22
2014-10-07, 18, 24, 21
2014-10-08, 17, 24, 20
2014-10-09, 16, 17, 17
2014-10-10, 12, 23, 18
2014-10-11, 15, 21, 18
2014-10-12, 12, 23, 18
2014-10-13, 14, 24, 19
2014-10-14, 18, 23, 20
2014-10-15, 19, 25, 22
2014-10-16, 18, 26, 22
2014-10-17, 18, 22, 20
2014-10-18, 19, 25, 22
2014-10-19, 18, 23, 20
2014-10-20, 13, 18, 16
2014-10-21, 13, 23, 18
2014-10-22, 18, 22, 19
2014-10-23, 18, 21, 20
2014-10-24, 17, 19, 18
2014-10-25, 16, 21, 18
2014-10-26, 11, 19, 15
2014-10-27, 14, 21, 17
2014-10-28, 20, 25, 22
2014-10-29, 20, 24, 22
2014-10-30, 15, 20, 18
2014-10-31, 11, 21, 16
2014-11-01, 13, 16, 14
2014-11-02, 17, 22, 18
2014-11-03, 18, 21, 20
2014-11-04, 14, 19, 16
2014-11-05, 16, 21, 18
2014-11-06, 18, 21, 19
2014-11-07, 15, 17, 16
2014-11-08, 12, 14, 13
2014-11-09, 4, 14, 14
2014-11-10, 12, 15, 14
2014-11-11, 13, 14, 14
2014-11-12, 8, 18, 13
2014-11-13, 10, 17, 14
2014-11-14, 13, 17, 15
2014-11-15, 7, 14, 14
2014-11-16, 12, 14, 14
2014-11-17, 13, 15, 14
2014-11-18, 14, 18, 16
2014-11-19, 11, 16, 14
2014-11-20, 13, 14, 14
2014-11-21, 13, 18, 16
2014-11-22, 12, 14, 13
2014-11-23, 11, 14, 12
2014-11-24, 12, 12, 12
2014-11-25, 9, 13, 11
2014-11-26, 7, 12, 9
2014-11-27, 6, 11, 8
2014-11-28, 12, 13, 12
2014-11-29, 16, 16, 16
2014-11-30, 16, 18, 17
2014-12-01, 14, 18, 16
2014-12-02, 14, 17, 15
2014-12-03, 13, 19, 16
2014-12-04, 4, 12, 8
2014-12-05, 3, 11, 7
2014-12-06, 10, 11, 10
2014-12-07, 6, 7, 7
2014-12-08, 5, 10, 8
2014-12-09, 11, 11, 11
2014-12-10, 10, 11, 10
2014-12-11, 3, 10, 6
2014-12-12, 5, 12, 8
2014-12-13, 2, 6, 4
2014-12-14, -1, 5, 0
2014-12-15, 0, 6, 2
2014-12-16, -1, 4, 4
2014-12-17, 8, 9, 9
2014-12-18, 7, 10, 8
2014-12-19, 10, 10, 10
2014-12-20, 0, 1, 0
2014-12-21, -1, 0, 0
2014-12-22, 0, 1, 0
2014-12-23, 2, 5, 4
2014-12-24, 6, 8, 6
2014-12-25, 1, 3, 3
2014-12-26, 8, 12, 10
2014-12-27, 9, 14, 12
2014-12-28, 11, 14, 12
2014-12-29, 8, 11, 10
2014-12-30, 7, 10, 8
2014-12-31, 5, 8, 8
